ID,choice,tt1,tc1,hw1,ch1,tt2,tc2,hw2,ch2,hh_inc_abs,car_availability,commute,shopping,business,leisure
7,2,71,40,15,1,89,35,30,0,50000,0,0,0,0,1
7,1,78,39,30,0,98,30,30,2,50000,0,0,0,0,1
7,2,89,30,60,1,67,36,15,1,50000,0,0,0,0,1
8,1,83,6,15,1,62,7,15,2,30000,0,1,0,0,0
8,1,65,4,60,0,45,6,60,2,30000,0,1,0,0,0
8,2,68,5,60,0,48,6,15,0,30000,0,1,0,0,0
8,1,75,5,15,2,94,4,15,1,30000,0,1,0,0,0
8,2,62,6,60,2,83,4,30,0,30000,0,1,0,0,0
8,1,51,6,30,1,68,4,15,1,30000,0,1,0,0,0
8,2,76,5,30,0,60,6,15,1,30000,0,1,0,0,0
8,2,83,4,30,2,66,5,30,0,30000,0,1,0,0,0
8,1,57,5,15,1,76,4,60,1,30000,0,1,0,0,0
9,1,6,4,30,0,7,3,30,1,70000,0,0,1,0,0
9,1,3,4,60,0,5,3,15,2,70000,0,0,1,0,0
9,1,4,4,15,2,5,3,30,0,70000,0,0,1,0,0
9,1,6,3,60,2,5,4,60,1,70000,0,0,1,0,0
9,1,4,5,30,0,5,4,60,0,70000,0,0,1,0,0
9,1,5,3,15,1,4,4,60,1,70000,0,0,1,0,0
9,1,5,3,15,0,3,4,60,0,70000,0,0,1,0,0
9,2,5,3,30,1,3,4,60,0,70000,0,0,1,0,0
9,2,5,4,30,2,7,3,60,0,70000,0,0,1,0,0
10,1,54,62,15,2,72,54,15,1,137500,1,0,0,1,0
10,2,57,43,60,0,40,56,60,2,137500,1,0,0,1,0
10,2,60,52,60,0,42,60,15,0,137500,1,0,0,1,0
10,2,82,41,15,1,66,45,15,2,137500,1,0,0,1,0
10,2,72,41,30,0,54,55,60,2,137500,1,0,0,1,0
10,1,45,56,30,1,60,43,15,1,137500,1,0,0,1,0
10,2,53,54,15,1,66,47,30,0,137500,1,0,0,1,0
10,2,72,41,30,2,58,53,30,0,137500,1,0,0,1,0
10,2,66,41,60,1,50,49,15,1,137500,1,0,0,1,0
11,1,35,5,15,1,47,4,60,2,167500,1,1,0,0,0
11,1,35,6,60,1,44,4,60,1,167500,1,1,0,0,0
11,1,44,4,60,0,33,5,30,2,167500,1,1,0,0,0
11,2,35,6,15,1,47,4,30,0,167500,1,1,0,0,0
11,2,47,4,30,2,33,5,15,1,167500,1,1,0,0,0
11,2,51,5,15,2,36,7,30,2,167500,1,1,0,0,0
11,1,39,5,60,0,51,4,15,2,167500,1,1,0,0,0
11,2,64,5,30,0,48,6,15,1,167500,1,1,0,0,0
11,2,44,4,15,1,31,5,30,1,167500,1,1,0,0,0
12,1,92,55,30,0,108,50,30,1,90000,1,0,0,1,0
12,2,75,50,15,2,56,57,60,0,90000,1,0,0,1,0
12,1,75,50,30,0,63,60,15,2,90000,1,0,0,1,0
12,1,81,67,60,1,95,60,60,2,90000,1,0,0,1,0
12,1,63,73,30,0,79,63,60,0,90000,1,0,0,1,0
12,2,67,54,60,1,79,47,15,1,90000,1,0,0,1,0
12,2,79,47,15,0,55,57,60,0,90000,1,0,0,1,0
12,2,79,55,30,1,55,61,60,0,90000,1,0,0,1,0
12,1,76,57,30,2,108,50,60,0,90000,1,0,0,1,0
13,2,71,33,30,1,101,28,15,0,70000,1,0,0,0,1
13,2,65,35,60,2,92,32,30,1,70000,1,0,0,0,1
13,2,114,24,15,2,80,32,15,0,70000,1,0,0,0,1
13,1,59,37,30,0,79,30,30,1,70000,1,0,0,0,1
13,2,71,43,30,1,84,32,15,0,70000,1,0,0,0,1
13,2,79,28,15,2,67,32,15,2,70000,1,0,0,0,1
13,1,71,27,30,1,79,24,30,2,70000,1,0,0,0,1
13,2,79,28,60,1,71,38,15,0,70000,1,0,0,0,1
13,1,84,30,15,1,75,40,15,2,70000,1,0,0,0,1
14,1,18,2,15,1,25,1,60,1,112500,1,1,0,0,0
14,2,21,3,60,1,29,2,15,0,112500,1,1,0,0,0
14,1,21,1,30,0,19,2,60,2,112500,1,1,0,0,0
14,1,20,2,15,0,23,1,60,0,112500,1,1,0,0,0
14,1,25,1,15,0,23,2,15,0,112500,1,1,0,0,0
14,2,21,2,30,1,23,1,15,0,112500,1,1,0,0,0
14,2,21,1,15,2,17,2,15,2,112500,1,1,0,0,0
14,1,16,3,30,2,21,2,60,2,112500,1,1,0,0,0
14,2,20,2,30,2,14,3,15,1,112500,1,1,0,0,0
15,2,51,8,30,1,43,9,30,0,90000,1,0,0,0,1
15,2,26,10,60,0,35,8,15,2,90000,1,0,0,0,1
15,2,30,10,15,2,35,8,30,0,90000,1,0,0,0,1
15,2,38,11,60,1,45,10,60,2,90000,1,0,0,0,1
15,1,37,11,60,0,30,12,30,0,90000,1,0,0,0,1
15,2,31,9,60,1,37,8,15,1,90000,1,0,0,0,1
15,1,26,10,60,0,37,8,15,0,90000,1,0,0,0,1
15,2,37,9,30,1,26,10,60,0,90000,1,0,0,0,1
15,1,35,10,30,2,51,8,60,0,90000,1,0,0,0,1
16,2,58,7,30,1,50,8,30,0,50000,1,1,0,0,0
16,1,30,8,60,0,41,7,15,2,50000,1,1,0,0,0
16,1,41,7,30,0,34,8,15,2,50000,1,1,0,0,0
16,1,44,10,60,1,52,9,60,2,50000,1,1,0,0,0
16,2,43,9,60,0,34,10,30,0,50000,1,1,0,0,0
16,2,36,8,60,1,43,7,15,1,50000,1,1,0,0,0
16,2,30,8,60,0,43,7,15,0,50000,1,1,0,0,0
16,1,43,8,30,1,30,9,60,0,50000,1,1,0,0,0
16,1,41,8,30,2,58,7,60,0,50000,1,1,0,0,0
17,1,7,6,15,1,10,5,60,2,30000,1,0,0,0,1
17,2,7,7,60,1,9,5,60,1,30000,1,0,0,0,1
17,1,9,5,60,0,7,6,30,2,30000,1,0,0,0,1
17,1,10,5,30,0,7,7,15,1,30000,1,0,0,0,1
17,1,7,6,15,1,10,5,30,2,30000,1,0,0,0,1
17,2,7,9,30,2,11,6,15,2,30000,1,0,0,0,1
17,1,8,6,60,0,11,5,15,2,30000,1,0,0,0,1
17,1,13,6,30,0,10,7,15,1,30000,1,0,0,0,1
17,2,6,6,30,1,9,5,15,1,30000,1,0,0,0,1
18,1,25,9,15,1,36,8,60,1,70000,0,0,0,1,0
18,1,40,8,15,0,30,11,60,1,70000,0,0,0,1,0
18,2,27,8,60,2,29,7,30,0,70000,0,0,0,1,0
18,2,33,7,60,0,28,9,15,0,70000,0,0,0,1,0
18,2,32,9,15,0,36,8,15,0,70000,0,0,0,1,0
18,2,29,9,30,1,33,8,15,0,70000,0,0,0,1,0
18,1,29,8,15,2,24,9,15,2,70000,0,0,0,1,0
18,2,29,8,60,2,22,9,30,2,70000,0,0,0,1,0
18,2,20,12,15,1,28,9,30,2,70000,0,0,0,1,0
19,2,9,9,30,1,13,7,15,0,90000,0,0,0,0,1
19,2,8,9,60,2,12,8,30,1,90000,0,0,0,0,1
19,1,10,9,15,0,14,6,15,2,90000,0,0,0,0,1
19,1,10,8,30,1,7,10,30,0,90000,0,0,0,0,1
19,1,10,8,15,0,9,11,30,1,90000,0,0,0,0,1
19,1,10,7,15,2,8,8,15,2,90000,0,0,0,0,1
19,2,10,6,30,2,9,7,30,1,90000,0,0,0,0,1
19,2,10,7,60,1,9,10,15,0,90000,0,0,0,0,1
19,1,10,8,15,1,9,10,15,2,90000,0,0,0,0,1
20,1,46,22,15,1,61,20,60,2,50000,1,0,0,0,1
20,2,46,28,60,1,58,21,60,1,50000,1,0,0,0,1
20,2,43,22,30,2,58,20,60,0,50000,1,0,0,0,1
20,2,46,28,15,1,61,21,30,0,50000,1,0,0,0,1
20,1,43,23,15,1,61,21,30,2,50000,1,0,0,0,1
20,2,47,34,30,2,67,25,15,2,50000,1,0,0,0,1
20,1,50,24,60,0,67,21,15,2,50000,1,0,0,0,1
20,1,83,25,30,0,62,29,15,1,50000,1,0,0,0,1
20,1,40,23,30,1,58,20,15,1,50000,1,0,0,0,1
21,2,80,13,60,2,60,14,15,1,90000,1,1,0,0,0
21,1,60,18,60,1,76,14,60,1,90000,1,1,0,0,0
21,1,57,14,30,2,76,13,60,0,90000,1,1,0,0,0
21,2,60,18,15,1,80,14,30,0,90000,1,1,0,0,0
21,1,56,15,15,1,80,14,30,2,90000,1,1,0,0,0
21,2,62,22,30,2,88,17,15,2,90000,1,1,0,0,0
21,1,66,16,60,0,88,14,15,2,90000,1,1,0,0,0
21,1,82,19,15,1,109,17,30,0,90000,1,1,0,0,0
21,2,53,15,30,1,76,13,15,1,90000,1,1,0,0,0
22,1,17,7,15,1,13,8,15,2,90000,1,0,0,0,1
22,1,14,5,60,0,9,7,60,2,90000,1,0,0,0,1
22,2,14,6,60,0,10,7,15,0,90000,1,0,0,0,1
22,1,20,5,15,1,16,6,15,2,90000,1,0,0,0,1
22,1,17,5,30,0,13,7,60,2,90000,1,0,0,0,1
22,1,14,5,15,1,11,7,30,1,90000,1,0,0,0,1
22,1,13,7,15,1,16,6,30,0,90000,1,0,0,0,1
22,2,17,5,30,2,14,6,30,0,90000,1,0,0,0,1
22,1,12,6,15,1,16,5,60,1,90000,1,0,0,0,1
23,1,94,34,30,0,110,31,30,1,50000,0,1,0,0,0
23,2,77,31,15,2,57,36,60,0,50000,0,1,0,0,0
23,1,77,31,30,0,65,38,15,2,50000,0,1,0,0,0
23,1,83,42,60,1,98,38,60,2,50000,0,1,0,0,0
23,1,65,46,30,0,81,40,60,0,50000,0,1,0,0,0
23,2,69,34,60,1,81,30,15,1,50000,0,1,0,0,0
23,1,57,36,60,0,81,30,15,0,50000,0,1,0,0,0
23,2,81,35,30,1,57,38,60,0,50000,0,1,0,0,0
23,2,110,31,60,0,77,36,30,2,50000,0,1,0,0,0
24,1,163,66,30,1,232,55,15,0,112500,1,0,0,0,1
24,1,148,69,60,2,212,62,30,1,112500,1,0,0,0,1
24,1,184,63,15,0,263,47,15,2,112500,1,0,0,0,1
24,2,182,60,30,1,136,72,30,0,112500,1,0,0,0,1
24,2,163,84,30,1,192,62,15,0,112500,1,0,0,0,1
24,1,182,55,15,2,155,63,15,2,112500,1,0,0,0,1
24,1,164,54,30,1,182,47,30,2,112500,1,0,0,0,1
24,1,164,74,15,0,182,55,60,1,112500,1,0,0,0,1
24,1,192,60,15,1,173,78,15,2,112500,1,0,0,0,1
25,1,158,25,30,0,186,23,30,1,112500,1,0,0,0,1
25,1,97,27,60,0,129,23,15,2,112500,1,0,0,0,1
25,2,109,28,15,2,129,23,30,0,112500,1,0,0,0,1
25,1,140,31,60,1,164,28,60,2,112500,1,0,0,0,1
25,2,136,29,60,0,109,34,30,0,112500,1,0,0,0,1
25,2,115,25,60,1,136,22,15,1,112500,1,0,0,0,1
25,2,95,26,60,0,136,22,15,0,112500,1,0,0,0,1
25,2,136,26,30,1,95,28,60,0,112500,1,0,0,0,1
25,1,186,23,60,0,130,27,30,2,112500,1,0,0,0,1
26,2,73,29,15,2,98,25,15,1,50000,0,0,0,0,1
26,2,54,26,60,2,77,20,60,0,50000,0,0,0,0,1
26,1,57,27,15,0,81,24,60,0,50000,0,0,0,0,1
26,2,88,20,15,2,110,19,15,1,50000,0,0,0,0,1
26,1,98,19,30,0,73,25,60,2,50000,0,0,0,0,1
26,2,81,20,15,1,61,26,30,1,50000,0,0,0,0,1
26,1,89,22,30,0,71,25,15,1,50000,0,0,0,0,1
26,2,98,19,30,2,78,24,30,0,50000,0,0,0,0,1
26,1,67,22,15,1,89,19,60,1,50000,0,0,0,0,1
27,2,9,3,15,2,13,2,15,1,167500,0,1,0,0,0
27,1,10,1,60,0,7,2,60,2,167500,0,1,0,0,0
27,1,7,3,15,0,10,2,60,0,167500,0,1,0,0,0
27,2,11,2,15,2,14,1,15,1,167500,0,1,0,0,0
27,2,9,2,60,2,13,1,30,0,167500,0,1,0,0,0
27,1,10,1,15,1,8,2,30,1,167500,0,1,0,0,0
27,1,12,2,30,0,9,3,15,1,167500,0,1,0,0,0
27,1,13,1,30,2,10,2,30,0,167500,0,1,0,0,0
27,2,12,1,60,1,9,2,15,1,167500,0,1,0,0,0
28,1,274,41,30,1,233,45,30,0,50000,0,0,0,0,1
28,2,190,41,15,2,142,47,60,0,50000,0,0,0,0,1
28,2,161,49,15,2,190,41,30,0,50000,0,0,0,0,1
28,2,243,49,60,2,206,54,60,1,50000,0,0,0,0,1
28,2,200,52,60,0,160,59,30,0,50000,0,0,0,0,1
28,2,170,45,60,1,200,39,15,1,50000,0,0,0,0,1
28,1,200,39,15,0,140,46,60,0,50000,0,0,0,0,1
28,2,200,45,30,1,140,50,60,0,50000,0,0,0,0,1
28,1,274,41,60,0,192,47,30,2,50000,0,0,0,0,1
29,1,12,2,15,1,9,3,15,2,167500,0,1,0,0,0
29,2,6,3,60,2,9,2,60,0,167500,0,1,0,0,0
29,1,10,2,60,0,7,3,15,0,167500,0,1,0,0,0
29,2,10,3,15,2,13,2,15,1,167500,0,1,0,0,0
29,2,9,3,60,2,12,2,30,0,167500,0,1,0,0,0
29,2,7,3,30,1,10,2,15,1,167500,0,1,0,0,0
29,2,8,3,15,1,11,2,30,0,167500,0,1,0,0,0
29,1,9,3,30,0,12,2,30,2,167500,0,1,0,0,0
29,1,8,3,15,1,11,2,60,1,167500,0,1,0,0,0
30,1,12,2,15,0,8,3,30,1,90000,0,1,0,0,0
30,2,7,4,60,2,11,3,30,1,90000,0,1,0,0,0
30,1,9,3,15,0,13,2,15,2,90000,0,1,0,0,0
30,1,7,4,30,0,9,3,30,1,90000,0,1,0,0,0
30,1,10,3,15,0,8,4,30,1,90000,0,1,0,0,0
30,2,8,3,15,2,9,2,15,2,90000,0,1,0,0,0
30,1,8,3,30,1,9,2,30,2,90000,0,1,0,0,0
30,1,8,3,15,0,9,2,60,1,90000,0,1,0,0,0
30,2,9,4,15,2,10,3,15,1,90000,0,1,0,0,0
31,2,6,1,15,1,4,2,15,2,10000,0,1,0,0,0
31,1,5,1,60,0,3,2,60,2,10000,0,1,0,0,0
31,2,5,1,60,0,3,2,15,0,10000,0,1,0,0,0
31,2,5,2,15,2,7,1,15,1,10000,0,1,0,0,0
31,1,6,1,30,0,4,2,60,2,10000,0,1,0,0,0
31,1,5,1,15,1,4,2,30,1,10000,0,1,0,0,0
31,1,5,1,30,0,4,2,15,1,10000,0,1,0,0,0
31,1,5,2,30,0,6,1,30,2,10000,0,1,0,0,0
31,2,5,1,60,1,4,2,15,1,10000,0,1,0,0,0
32,1,25,13,30,0,30,12,30,1,70000,1,1,0,0,0
32,1,21,12,15,2,16,14,60,0,70000,1,1,0,0,0
32,2,21,12,30,0,18,15,15,2,70000,1,1,0,0,0
32,1,22,16,60,1,26,15,60,2,70000,1,1,0,0,0
32,1,17,18,30,0,22,15,60,0,70000,1,1,0,0,0
32,1,22,12,15,1,19,13,60,1,70000,1,1,0,0,0
32,2,15,14,60,0,22,12,15,0,70000,1,1,0,0,0
32,2,15,15,60,0,22,13,30,1,70000,1,1,0,0,0
32,2,21,14,30,2,30,12,60,0,70000,1,1,0,0,0
33,2,38,8,15,2,51,7,15,1,70000,1,1,0,0,0
33,1,40,5,60,0,28,7,60,2,70000,1,1,0,0,0
33,2,42,6,60,0,29,7,15,0,70000,1,1,0,0,0
33,1,57,5,15,1,46,6,15,2,70000,1,1,0,0,0
33,2,38,7,60,2,51,5,30,0,70000,1,1,0,0,0
33,1,42,5,15,1,31,7,30,1,70000,1,1,0,0,0
33,2,46,6,30,0,37,7,15,1,70000,1,1,0,0,0
33,1,40,6,30,0,51,5,30,2,70000,1,1,0,0,0
33,1,35,6,15,1,46,5,60,1,70000,1,1,0,0,0
34,1,22,6,15,0,15,8,30,1,112500,0,0,1,0,0
34,1,20,7,30,1,14,8,60,2,112500,0,0,1,0,0
34,2,25,5,15,2,17,7,15,0,112500,0,0,1,0,0
34,2,17,7,30,1,13,8,30,0,112500,0,0,1,0,0
34,2,15,10,30,1,18,7,15,0,112500,0,0,1,0,0
34,1,17,6,15,2,15,7,15,2,112500,0,0,1,0,0
34,2,17,5,30,2,15,6,30,1,112500,0,0,1,0,0
34,2,17,6,60,1,15,9,15,0,112500,0,0,1,0,0
34,1,18,7,15,1,16,9,15,2,112500,0,0,1,0,0
35,2,117,105,30,1,167,87,15,0,10000,0,0,0,0,1
35,1,152,100,30,1,107,110,60,2,10000,0,0,0,0,1
35,1,132,101,15,0,189,75,15,2,10000,0,0,0,0,1
35,2,131,95,30,1,98,115,30,0,10000,0,0,0,0,1
35,1,138,100,15,0,117,134,30,1,10000,0,0,0,0,1
35,1,111,100,15,2,131,87,15,2,10000,0,0,0,0,1
35,1,117,86,30,1,131,75,30,2,10000,0,0,0,0,1
35,1,117,118,15,0,131,87,60,1,10000,0,0,0,0,1
35,2,124,124,15,2,138,95,15,1,10000,0,0,0,0,1
36,1,44,8,15,1,63,7,60,1,10000,0,0,0,0,1
36,1,72,8,15,0,54,11,60,1,10000,0,0,0,0,1
36,2,47,8,60,2,52,7,30,0,10000,0,0,0,0,1
36,1,49,9,15,0,58,7,60,0,10000,0,0,0,0,1
36,1,63,7,15,0,57,8,15,0,10000,0,0,0,0,1
36,1,58,7,15,0,52,8,30,1,10000,0,0,0,0,1
36,2,52,7,15,2,42,9,15,2,10000,0,0,0,0,1
36,2,52,8,60,2,39,9,30,2,10000,0,0,0,0,1
36,2,50,9,30,2,35,12,15,1,10000,0,0,0,0,1
37,2,19,8,15,2,25,7,15,1,167500,1,0,0,0,1
37,1,20,5,60,0,14,7,60,2,167500,1,0,0,0,1
37,2,21,7,60,0,15,8,15,0,167500,1,0,0,0,1
37,2,23,6,15,2,29,5,15,1,167500,1,0,0,0,1
37,1,25,5,30,0,19,7,60,2,167500,1,0,0,0,1
37,1,21,5,15,1,16,7,30,1,167500,1,0,0,0,1
37,1,23,6,30,0,18,7,15,1,167500,1,0,0,0,1
37,2,25,5,30,2,20,7,30,0,167500,1,0,0,0,1
37,2,23,5,60,1,17,6,15,1,167500,1,0,0,0,1
38,2,7,6,15,2,9,5,15,1,50000,0,0,0,0,1
38,1,7,4,60,0,5,6,60,2,50000,0,0,0,0,1
38,1,5,6,15,0,8,5,60,0,50000,0,0,0,0,1
38,2,8,5,15,2,10,4,15,1,50000,0,0,0,0,1
38,2,7,5,60,2,9,4,30,0,50000,0,0,0,0,1
38,1,8,4,15,1,6,6,30,1,50000,0,0,0,0,1
38,1,8,5,30,0,7,6,15,1,50000,0,0,0,0,1
38,2,9,4,30,2,7,5,30,0,50000,0,0,0,0,1
38,2,8,4,60,1,6,5,15,1,50000,0,0,0,0,1
39,1,42,8,30,0,49,7,30,1,70000,1,1,0,0,0
39,2,26,8,60,0,34,7,15,2,70000,1,1,0,0,0
39,1,34,7,30,0,29,8,15,2,70000,1,1,0,0,0
39,1,37,9,60,1,44,8,60,2,70000,1,1,0,0,0
39,1,29,10,30,0,36,9,60,0,70000,1,1,0,0,0
39,1,36,6,15,1,31,7,60,1,70000,1,1,0,0,0
39,2,25,8,60,0,36,6,15,0,70000,1,1,0,0,0
39,2,25,9,60,0,36,8,30,1,70000,1,1,0,0,0
39,2,49,7,60,0,35,8,30,2,70000,1,1,0,0,0
40,1,46,9,15,2,61,8,15,1,30000,0,0,0,0,1
40,1,48,6,60,0,33,8,60,2,30000,0,0,0,0,1
40,2,50,7,60,0,35,9,15,0,30000,0,0,0,0,1
40,1,69,6,15,1,55,7,15,2,30000,0,0,0,0,1
40,2,46,8,60,2,61,6,30,0,30000,0,0,0,0,1
40,1,50,6,15,1,38,8,30,1,30000,0,0,0,0,1
40,1,45,8,15,1,56,7,30,0,30000,0,0,0,0,1
40,1,49,8,30,0,61,6,30,2,30000,0,0,0,0,1
40,2,56,6,60,1,42,7,15,1,30000,0,0,0,0,1
41,2,126,37,60,2,95,41,15,1,90000,0,0,0,0,1
41,2,96,53,60,1,120,39,60,1,90000,0,0,0,0,1
41,1,90,41,30,2,120,37,60,0,90000,0,0,0,0,1
41,1,95,53,15,1,126,39,30,0,90000,0,0,0,0,1
41,1,88,43,15,1,126,39,30,2,90000,0,0,0,0,1
41,2,98,64,30,2,140,47,15,2,90000,0,0,0,0,1
41,2,105,45,60,0,140,39,15,2,90000,0,0,0,0,1
41,1,130,54,15,1,173,47,30,0,90000,0,0,0,0,1
41,1,84,42,30,1,120,37,15,1,90000,0,0,0,0,1
42,2,56,9,60,1,39,11,15,1,137500,0,1,0,0,0
42,1,64,10,15,0,48,13,60,1,137500,0,1,0,0,0
42,1,47,9,30,0,42,10,60,2,137500,0,1,0,0,0
42,1,44,11,15,0,51,9,60,0,137500,0,1,0,0,0
42,1,56,9,15,0,51,10,15,0,137500,0,1,0,0,0
42,2,46,10,30,1,51,9,15,0,137500,0,1,0,0,0
42,1,37,11,15,2,47,9,15,2,137500,0,1,0,0,0
42,2,47,10,60,2,35,11,30,2,137500,0,1,0,0,0
42,1,31,15,15,1,44,12,30,2,137500,0,1,0,0,0
43,1,68,47,30,1,98,39,15,0,50000,1,0,0,1,0
43,1,62,50,60,2,89,45,30,1,50000,1,0,0,1,0
43,2,110,34,15,2,77,46,15,0,50000,1,0,0,1,0
43,1,57,52,30,0,77,43,30,1,50000,1,0,0,1,0
43,2,69,61,30,1,81,45,15,0,50000,1,0,0,1,0
43,1,65,45,15,2,77,39,15,2,50000,1,0,0,1,0
43,2,77,34,30,2,69,39,30,1,50000,1,0,0,1,0
43,1,69,53,15,0,77,39,60,1,50000,1,0,0,1,0
43,1,81,43,15,1,73,56,15,2,50000,1,0,0,1,0
44,1,26,6,15,1,37,5,60,1,50000,0,0,1,0,0
44,2,31,8,60,1,42,6,15,0,50000,0,0,1,0,0
44,1,30,5,30,0,27,6,60,2,50000,0,0,1,0,0
44,2,34,5,60,0,29,7,15,0,50000,0,0,1,0,0
44,1,33,6,15,0,37,5,15,0,50000,0,0,1,0,0
44,2,30,6,30,1,34,5,15,0,50000,0,0,1,0,0
44,1,24,6,15,2,30,5,15,2,50000,0,0,1,0,0
44,2,30,6,60,2,23,7,30,2,50000,0,0,1,0,0
44,1,20,9,15,1,29,7,30,2,50000,0,0,1,0,0
45,1,31,6,30,0,36,5,30,1,10000,0,1,0,0,0
45,2,25,5,15,2,19,6,60,0,10000,0,1,0,0,0
45,1,25,5,30,0,21,6,15,2,10000,0,1,0,0,0
45,1,27,7,60,1,32,6,60,2,10000,0,1,0,0,0
45,1,27,7,60,0,21,8,30,0,10000,0,1,0,0,0
45,1,27,5,15,1,23,6,60,1,10000,0,1,0,0,0
45,1,19,6,60,0,27,5,15,0,10000,0,1,0,0,0
45,2,27,6,30,1,19,7,60,0,10000,0,1,0,0,0
45,1,36,5,60,0,25,6,30,2,10000,0,1,0,0,0
46,2,10,5,15,2,14,4,15,1,90000,1,0,0,0,1
46,2,8,4,60,2,11,3,60,0,90000,1,0,0,0,1
46,1,11,4,60,0,8,5,15,0,90000,1,0,0,0,1
46,1,16,3,15,1,12,4,15,2,90000,1,0,0,0,1
46,1,14,3,30,0,10,4,60,2,90000,1,0,0,0,1
46,1,11,3,15,1,9,4,30,1,90000,1,0,0,0,1
46,1,13,4,30,0,10,5,15,1,90000,1,0,0,0,1
46,2,14,3,30,2,11,4,30,0,90000,1,0,0,0,1
46,1,9,4,15,1,13,3,60,1,90000,1,0,0,0,1
47,1,3,1,15,0,2,2,30,1,90000,0,1,0,0,0
47,2,2,2,60,2,3,1,30,1,90000,0,1,0,0,0
47,2,4,1,15,2,3,2,15,0,90000,0,1,0,0,0
47,1,3,1,30,1,2,2,30,0,90000,0,1,0,0,0
47,2,2,2,30,1,3,1,15,0,90000,0,1,0,0,0
47,1,3,1,15,2,2,2,15,2,90000,0,1,0,0,0
